ds,yhat,yhat_lower,yhat_upper
2010-02-01,34732.91710585776,17330.989406122768,50922.688809300686
2010-02-02,34025.116260590374,16914.99345637335,49768.87493188134
2010-02-03,29085.4280304513,13494.290637507185,44062.18211257785
2010-02-04,36332.53731878013,20253.397598927622,51931.192298222646
2010-02-05,26911.743354359634,10332.21260819384,42451.419481414305
2010-02-07,16529.30236846142,-1166.316458120278,32340.871416676302
2010-02-08,34535.80520432292,18485.317149511564,51353.69382406486
2010-02-09,33833.09215829822,18416.550434561053,49548.04603527468
2010-02-10,28898.491727404464,12621.505462634701,45323.52177124648
2010-02-11,36150.68881497335,19740.12588798744,51050.95651806202
2010-02-12,26734.982649771944,10807.146997857686,44204.270456040795
2010-02-14,16352.541663903348,812.5657634275676,32794.5972869103
2010-02-15,34359.04449975464,18658.514051596285,48592.42507181915
2010-02-16,33656.33145373563,17494.363971912906,50293.258133378564
2010-02-17,28721.73102283528,12591.657519531474,45329.270770021496
2010-02-18,35976.50967798814,19591.559882650854,53623.10463480659
2010-02-19,26563.385080402142,9977.261850292693,43023.88794737195
2010-02-21,16186.107229704292,219.33655222321295,32576.08516777649
2010-02-22,34195.19163314153,17727.63147400524,51077.044909267315
2010-02-23,33495.060154715626,17489.97466962231,50490.62711920227
2010-02-24,28563.041291388512,13353.747989583053,44667.4272253077
2010-02-25,35817.81994654902,19059.086796322357,52784.52285364133
2010-02-26,26404.69534895086,10271.550203347768,42782.78049179806
2010-02-28,16027.417498281966,-1561.9475598032823,33196.633755313625
2010-03-01,34040.482798635756,17744.3359978124,50583.20889430464
2010-03-02,33344.33221716192,17727.888444186105,49059.08055133266
2010-03-03,28416.29425079102,11689.935570941998,44997.51575769186
2010-03-04,35675.05380289946,18186.84404969639,52152.68426792446
2010-03-05,26265.91010226682,10520.010639805452,44132.475266697074
2010-03-07,15896.594045439664,852.832512043456,31352.10113387874
2010-03-08,33909.65934582904,17393.63616342211,50055.246990931824
2010-03-09,33213.508764341816,16028.230265749402,47949.546300558795
2010-03-10,28285.470797980393,12813.246579236367,45804.857577298695
2010-03-11,35544.23035008466,20008.32775729829,52661.31380301753
2010-03-12,26135.086676140676,10135.464904718632,43024.22704102976
2010-03-14,15765.770672614795,-664.1080131801098,31781.57803324597
2010-03-15,33778.83599963292,17862.65448712221,49509.21368751897
2010-03-16,33082.68544481027,15979.923585879675,47768.736093644235
2010-03-17,28154.647505108445,11970.392649831572,44262.92464083903
2010-03-18,35413.407083873084,18859.935066959337,51250.91791397497
2010-03-19,26004.263409913667,9600.774564871019,41838.20669878383
2010-03-21,15634.94740642078,-1325.8655346069754,31394.951794862485
2010-03-22,33648.01273340844,16234.659286097121,49479.97879345149
2010-03-23,32951.862178611744,16232.48324236247,50182.96515142923
2010-03-24,28023.824336684225,11782.775930804035,44643.93979742857
2010-03-25,35282.58401323279,19199.12638432561,50032.883340975764
2010-03-26,25873.44043703836,10198.910707444371,41615.887530727145
2010-03-28,15504.124629104688,477.19217225913883,32613.02482279744
2010-03-29,33517.190053910635,17630.52415729232,49965.81006788814
2010-03-30,32821.039596882925,17259.543362742577,48895.31468233528
2010-03-31,27893.0017549649,11596.187282013807,44302.71643401186
2010-04-01,35151.7614315058,18590.22335129541,51522.957240444994
2010-04-06,32690.217015154107,16547.304817413762,49171.935573180635
2010-04-07,27762.179173244076,11223.316152732212,43727.72882924376
2010-04-08,35020.9391859122,17791.725729779642,50023.126751664655
2010-04-09,25611.795945872836,9908.232999226371,41630.14131778518
2010-04-11,15242.480810222029,-1640.2867582724393,31478.9641603653
2010-04-12,33255.54657114816,16632.454704844386,49270.11562837749
2010-04-13,32559.3964502431,16649.301631089613,49016.89095099314
2010-04-14,27631.35894445223,12279.153932648771,43902.57289774691
2010-04-15,34890.11895712498,17504.684696797507,51610.37401796545
2010-04-16,25480.97571707009,8213.165295339217,42574.49522916111
2010-04-18,15111.660581365748,-2066.026323482107,32043.265240255438
2010-04-19,33124.72637529163,15310.258126551309,49215.19682849882
2010-04-20,32428.576287338983,16873.189445217173,47839.09666077458
2010-04-21,27500.538814501662,10317.049452908139,43587.66702632792
2010-04-22,34759.29886012,18965.42355574811,50457.20824475522
2010-04-23,25350.155652991754,9500.02912322535,41933.078725285726
2010-04-25,14980.84058321424,-850.5203293308921,30311.999275512477
2010-04-26,32993.906377128704,16328.347534733708,49414.21188575894
2010-04-27,32297.75628916266,15641.91472426598,49468.380197078586
2010-04-28,27369.718816328714,10891.760458064498,43369.352911094655
2010-04-29,34628.478861948206,16997.569359363122,49372.46962567975
2010-04-30,25219.3356477704,10897.875859091451,42546.60708488955
2010-05-02,14850.020563823557,-1366.9994317536693,30968.97257777774
2010-05-04,32166.936255596753,16788.142564301328,49389.137737028956
2010-05-05,27238.898775685277,11719.033006064536,43169.44742663295
2010-05-06,34497.65881423178,17777.54896787191,50697.73715066931
2010-05-07,25088.515600041144,9123.954766175346,41674.043430797836
2010-05-09,14719.20051612392,-1411.1891507023518,30320.183783546887
2010-05-10,32732.266302927026,17933.360730238885,48966.077813030955
2010-05-11,32036.1162078926,16072.69303205841,47193.444274548856
2010-05-12,27108.078727971526,10920.151198173306,42122.749226498156
2010-05-13,34366.83888632242,17610.700189852858,50106.96009747857
2010-05-14,24957.69579191521,7026.994038479781,40162.825720078785
2010-05-16,14588.380947586633,-767.7929433403414,31933.163017614446
2010-05-17,32601.44685422548,14730.469472469616,48669.83460080998
2010-05-18,31905.296878980822,15394.534294958492,46926.79332402741
2010-05-19,26977.259518872404,9963.790374461125,42591.95768433392
2010-05-20,34236.01967722032,17984.26826446072,49937.77502971794
2010-05-21,24826.876582834604,8405.859167244696,40912.470017683154
2010-05-23,14457.561738495911,-2430.621578061841,30945.75390020038
2010-05-24,32470.627645130277,16769.038795952758,48910.28444513296
2010-05-25,31774.477741670547,14584.199379484124,46986.52741947656
2010-05-26,26846.440453362327,11883.237375205164,43488.245892960826
2010-05-27,34105.200683514224,17866.083269241302,50698.550448623915
2010-05-28,24696.057660919658,7568.708614212455,40115.0361552486
2010-05-30,14326.742960209573,-2036.088739727133,29740.785934798296
2010-06-01,31643.659035194374,15171.489030410117,46832.65398485785
2010-06-02,26715.621746860495,8959.98825604239,42064.999458194725
2010-06-03,33974.38197701362,18220.311549594142,50556.09270058734
2010-06-04,24565.23895439744,9404.848294813895,40450.32977823365
2010-06-06,14207.530029488726,-2081.129322991794,31893.075888651496
2010-06-07,32226.398895834667,15078.762048894027,48626.39818246615
2010-06-08,31536.05188030838,15302.367566306382,47889.658800176774
2010-06-09,26613.81747989031,11189.547540428428,42911.221476261606
2010-06-10,33878.380597945594,18095.5111318935,49324.98583667274
2010-06-11,24475.040463307087,8020.645225371123,40735.170414718865
2010-06-13,14117.331538343815,-1499.7924369393022,29173.812579470494
2010-06-14,32136.20040468256,16674.25715648051,48367.27908686675
2010-06-15,31445.853389141368,15157.47510611809,47268.55270999366
2010-06-16,26523.618988732793,11080.738740045304,42481.88289850491
2010-06-17,33802.26849706525,16636.70838776687,49690.70406956963
2010-06-18,24413.01475269345,8029.042561528098,39883.282824837595
2010-06-20,14083.478608327425,-2490.612544074925,30767.435386369954
2010-06-21,32116.43386493809,15457.345540616214,47609.67459403129
2010-06-22,31440.173239684722,13528.256974124022,46969.49422142816
2010-06-23,26532.02522954107,10497.663833712675,43034.69629473632
2010-06-24,33810.674737881156,17674.63619948202,50450.01366389905
2010-06-25,24421.420993493826,8696.821668680419,40186.57890316687
2010-06-27,14091.884849157419,-2010.7783977503796,29205.86501187194
2010-06-28,32124.840105717358,16187.629560339758,48104.330165133375
2010-06-29,31472.15219369793,15735.045910305622,46919.54192337073
2010-06-30,26587.57689676909,9917.31448428737,42863.39313059346
2010-07-01,33889.799118313014,17229.605541531444,49529.26944978924
2010-07-02,24524.11808711547,7770.33557680014,40108.58583026302
2010-07-04,14241.72736917503,-2640.116179422811,30582.109189159015
2010-07-05,32298.255338977382,16236.049052723823,48521.8256770496
2010-07-06,31645.56742694305,15903.301177704117,48249.8783515772
2010-07-07,26760.992130022198,12581.896985305282,43765.56122945771
2010-07-08,34063.214351566145,17395.453750137145,48812.830704701104
2010-07-09,24697.533320393468,7643.454058773834,41561.497117685736
2010-07-11,14478.582361443177,-2398.8154698573007,30249.064705280904
2010-07-12,32566.8302107388,15956.07552492921,48908.81131710858
2010-07-13,31945.862178190037,14313.62606713114,48208.55088439944
2010-07-14,27093.00676077302,12069.376498612615,45072.7577679859
2010-07-15,34426.94886180972,17548.816967295286,50819.506314033606
2010-07-16,25092.98771013095,8710.973503212494,41938.37317371332
2010-07-18,14874.03675121095,-2628.405627289582,30896.58497184365
2010-07-19,32962.28460048032,16869.27277995903,49411.168711241706
2010-07-20,32341.31656795599,15792.326221202045,48313.401743177645
2010-07-21,27525.742671063064,10340.88685071979,44119.56814779554
2010-07-22,34896.96629263344,18276.09134439832,50928.03848749861
2010-07-23,25600.28666146944,9488.08110521104,41478.09342181228
2010-07-25,15455.898743572043,-1558.7492742514064,30566.22172188617
2010-07-26,33581.42811344411,17014.746214537834,49164.06358545522
2010-07-27,32997.74160144005,17294.937948698727,49385.24619621561
2010-07-28,28182.167704556618,11037.385774846745,45007.401530543015
2010-07-29,35553.39132612823,18848.988455306742,50639.50901017033
2010-07-30,26256.711694986396,9840.808593942493,41876.65126575325
2010-08-01,16112.323777075497,950.5975242361873,32979.16903381783
2010-08-02,34277.36531971945,18413.679282461453,49838.894704380815
2010-08-03,33733.19098047986,17385.061582210685,49002.32726442931
2010-08-04,28957.129256383792,13590.048222864558,45838.06847585403
2010-08-05,36367.86505072292,21152.512152069125,52206.046386153575
2010-08-06,27110.697592352317,9263.239276971119,43997.30039981588
2010-08-08,17045.334020026785,1240.063155635638,34885.60969071747
2010-08-09,35210.37556266355,18781.429557566924,50586.35978822801
2010-08-10,34666.20122342664,18442.801966539013,50905.769045975554
2010-08-11,29890.13949930725,13124.97829217555,45858.082396124904
2010-08-12,37300.875293662844,20433.74297243184,54669.48946074477
2010-08-13,28081.09041948345,11323.525803882094,44567.11322053477
2010-08-15,18090.49201556217,1053.5761714450396,34397.76988039838
2010-08-16,36292.91614242221,19525.70455054191,52281.46806010006
2010-08-17,35786.12438740312,18740.132429841113,52519.385712120675
2010-08-18,31047.445247502685,13601.733759609828,46521.31893908965
2010-08-19,38495.563626066236,23165.818568110033,55573.05426367619
2010-08-20,29275.778751867947,12945.990426694145,45222.71065379629
2010-08-22,19285.18034797966,3379.8856759371,36639.792267074954
2010-08-23,37487.60447483251,21672.860347791244,53629.10439004753
2010-08-24,36980.812719798516,20275.617554410197,53256.36352855907
2010-08-25,32272.818997289236,16491.051791233673,48170.10875845738
2010-08-26,39751.62279322951,23695.406854346336,55569.076634333825
2010-08-27,30562.5233364446,14707.174467889912,47102.98576198316
2010-08-29,20633.29576730549,4637.788538865055,35666.564398722556
2010-08-31,38390.298973865574,22229.58638442607,54588.18441376823
2010-09-01,33682.30525135667,18303.909048861908,51427.34773602405
2010-09-02,41161.10904730458,25574.489026992254,57358.45548925528
2010-09-03,31972.009590500766,15557.103944610617,48322.96416335128
2010-09-05,22042.782021394647,6412.897255044331,37406.406079549015
2010-09-06,40294.09204462138,23928.85427276956,56646.12699411521
2010-09-07,39836.186186006955,22270.803718875126,55486.44271578696
2010-09-08,35146.39294251983,18237.36806107499,51563.33004752969
2010-09-09,42643.397217493126,26880.99147036383,59479.69718339353
2010-09-10,33472.49823970215,17377.42848807214,50976.82431581463
2010-09-12,23579.671628638098,8058.208530139006,39429.62036583489
2010-09-13,41830.981651900416,24953.504731782967,56964.3746097813
2010-09-14,41373.07579329018,24300.252714034526,58022.178754603505
2010-09-15,36683.28254979347,21038.71868440282,53721.364482590856
2010-09-16,44180.28682476681,28112.33416400934,60944.34149206167
2010-09-17,35009.388105198384,19158.133572969266,50729.24745989613
2010-09-19,25116.56201053178,9099.762520163937,41474.54334860176
2010-09-20,43367.87229198376,27378.46472053481,59589.956240804386
2010-09-21,42909.96669156119,26043.446601653184,58358.43885333768
2010-09-22,38220.17370626592,21926.416102666328,55202.407579636965
2010-09-23,45717.178239444474,30165.162259340304,60206.514209098474
2010-09-24,36546.279519907774,21091.845939534764,53627.11858410185
2010-09-26,26653.453425224296,9870.414600306227,41921.48975424123
2010-09-27,44904.76370667028,28188.74098969239,61648.57598041374
2010-09-28,44446.8581062519,28957.039723681275,60727.435868461194
2010-09-29,39757.06512096721,24572.038414215793,56417.694091152756
2010-09-30,47254.06965416025,30028.366496296494,64509.76186369808
2010-10-01,38083.17093462939,22642.901364222547,55937.432181573065
2010-10-03,28190.34483996858,12184.290836676973,44900.44145331371
2010-10-04,46441.65512145006,28975.872898387377,62915.88954271841
2010-10-05,45983.74952105569,29521.234389511217,61217.40825714479
2010-10-06,41293.95653577899,24851.30979128719,56591.941990220395
2010-10-07,48790.96106897475,31615.192797729866,65016.123609411814
2010-10-08,39620.062349466054,22989.79687763911,55888.509107186306
2010-10-10,29727.236254794465,14581.126103418683,45406.080996763834
2010-10-11,47978.54653624547,31617.168788823634,64391.58463678845
2010-10-12,47520.640935859476,30879.770716871273,64200.5796935179
2010-10-13,42830.847950593765,25980.616942943787,58325.64897796221
2010-10-14,50327.85248378307,34178.70014074745,66215.14681324347
2010-10-15,41156.95376425895,24409.35810336542,57060.23897551116
2010-10-17,31264.127669617636,15355.61525053898,47982.24140181914
2010-10-18,49515.43795106416,32513.107965219697,66465.5760946924
2010-10-19,49057.532350680856,32323.876610936666,65029.31225421721
2010-10-20,44367.73936539793,28163.358916988782,60189.17028758343
2010-10-21,51864.743898594876,36022.48518325464,67252.40872251854
2010-10-22,42693.84517905523,26657.672255448186,59916.34882699007
2010-10-24,32801.01908444624,16916.850190492547,49155.95396263428
2010-10-25,51052.329365859594,34289.85724828004,67310.11866570184
2010-10-26,50594.423765484644,34050.71909442224,67166.03699929932
2010-10-27,45904.63078021121,29563.082623904214,63078.52733553149
2010-10-28,53401.63531340049,37955.655102927165,69997.99156391351
2010-10-29,44230.73659384812,27785.053494673906,59788.9555563706
2010-10-31,34337.91049922784,18748.28868726184,51446.35727110337
2010-11-01,52589.22078067829,35737.4531918204,67624.45686813322
2010-11-02,52131.31518028843,35779.302391644116,68078.97498508931
2010-11-03,47441.52219502448,31331.861493465884,63754.74428807018
2010-11-04,54938.52672820342,38853.250636845994,71225.9222385469
2010-11-05,45767.62800868817,28878.304337438305,62024.45647878748
2010-11-07,35874.80191401487,20569.584365459923,51398.5944456837
2010-11-08,54126.112195496964,38085.22085508195,69770.79932925063
2010-11-09,53668.20659509221,35908.29051861286,70622.23637036532
2010-11-10,48978.413609830146,33313.777912307974,65481.43595416424
2010-11-11,56475.418143017916,39774.752740794225,73533.18968862045
2010-11-12,47304.519423481055,29999.352489944507,63710.74388585886
2010-11-14,37411.69332883804,20689.908545037077,54424.45741994832
2010-11-15,55663.003610292384,38249.0528503185,71124.96232856791
2010-11-16,55205.098009913585,39748.75596356063,71993.33270206836
2010-11-17,50515.30502464193,33349.292577898515,66833.58633823393
2010-11-18,58012.30955782971,41078.623214799634,73333.29228699968
2010-11-19,48841.41083827395,32835.434823788746,64979.8807981436
2010-11-21,38948.58474362234,21691.073250361493,55257.61134134244
2010-11-22,57199.89502511109,42460.741004738324,73464.3723251315
2010-11-23,56741.989424717365,39752.25745050129,72164.05058360107
2010-11-24,52052.196439449086,35147.26802513788,67763.90731268039
2010-11-25,59549.20097264423,43823.889636769825,76042.21092335769
2010-11-26,50378.302253113994,34682.05522686823,66125.57083789766
2010-11-28,40485.47615844824,23678.451973054278,57102.398586561416
2010-11-29,58736.78643992827,41567.68625723877,74860.69573427712
2010-11-30,58278.880839521145,42180.44477953635,75619.34135565607
2010-12-01,53589.08785425325,38155.103804840284,68720.21524559396
2010-12-02,61086.09238744984,45435.81405412814,77962.91068777362
2010-12-03,51915.19366790688,35009.21133961611,67812.31491852642
2010-12-05,42022.367573274125,25533.07994622968,58387.63044234696
2010-12-06,60273.67785474697,42880.50109772434,77099.50664034231
2010-12-07,59815.772254342526,43472.685880202866,76930.35985122767
2010-12-08,55125.97926906805,39059.387826241444,71418.62869200173
2010-12-09,62622.983802261646,46347.30485839171,78544.12089194177
2010-12-10,53452.08508270315,37105.19197130271,69023.61174791133
2010-12-11,35371.89110552147,18060.73637892542,52443.35115815263
2010-12-12,43559.25898805573,26638.96664479119,59948.63896885749
2010-12-13,61810.56926954389,45927.31414183054,77258.4144445084
2010-12-14,61352.66366914632,44658.374879560906,78121.96311425573
2010-12-15,56662.870683879824,41077.08063884313,73358.00131371821
2010-12-16,64159.875217073444,48127.48679683144,79504.33218658555
2010-12-17,54988.976497496056,37411.239801534226,71191.44732963662
2010-12-18,36908.782520345485,21016.661747884315,54241.08440026371
2010-12-19,45096.15040288433,30424.244447869092,61262.500009264295
2010-12-20,63347.460684361075,47153.65782436577,79746.00622504613
2010-12-21,62889.55508396769,46914.42246662228,79101.04476663259
2010-12-22,58199.7620986931,43286.937647479266,74447.43144400556
2010-12-23,65696.76663188176,49043.774407688914,81108.30923275872
2010-12-24,56525.867912332724,40284.16127295016,73724.34569285576
2010-12-25,38445.67393515186,23104.726963014415,53834.2730064589
2010-12-26,46633.0418177075,30479.141220073787,62830.78081856586
2010-12-27,64884.35209917827,48711.04243946671,82127.23346984663
2010-12-28,64426.446498789046,47048.68259046784,82026.8920221299
2010-12-29,59736.653513497266,44248.61346710317,75440.95257343499
2010-12-30,67233.65804669088,51207.65452448551,82758.44004487585
2010-12-31,58062.759327129,41082.91654974997,73441.71418914675
2011-01-01,39982.565349951474,23935.61365641326,55766.48232890313
2011-01-02,48169.9332325334,30851.828604371563,64517.48224664452
2011-01-03,66421.2435139767,49839.32772184379,82715.37136935627
2011-01-04,65963.33791359284,50915.828029717275,82128.29216041294
2011-01-05,61273.54492830904,42677.60099253098,76524.80050137833
2011-01-06,68770.54946150538,52990.97625875579,85141.1924484957
2011-01-07,59599.65074196904,42512.66093189722,75345.59125933866
2011-01-08,41519.45676477549,25087.042310419107,57534.7563363937
2011-01-09,49706.82464731501,34013.29096880502,66620.08774434507
2011-01-10,67958.1349287924,52579.50163657872,84921.88837389063
2011-01-11,67500.22932839663,51302.72492155628,84753.4247140045
2011-01-12,62810.43634312382,46796.00160886887,80716.90555472767
2011-01-13,70307.44087631717,55201.71848850646,86908.52634840319
2011-01-14,61136.54215680232,44905.12751239408,76926.81062504064
2011-01-15,43056.348179578505,25583.395745314105,59623.89630603291
2011-01-16,51243.71606213818,34690.37571417778,67268.60932431107
2011-01-17,69495.02634361108,53421.951065634246,86114.8430496374
2011-01-18,69037.12074320042,52852.53141378685,84745.70994983664
2011-01-19,64347.32775792798,47483.70479223429,79509.01827584916
2011-01-20,71844.3322911255,54948.21446742299,88267.86176589035
2011-01-21,62673.43357159862,47094.3898234051,79583.75987289287
2011-01-22,44593.2395943815,28529.623176645146,60060.87306065039
2011-01-23,52780.60747696678,36003.43756211767,68296.40278168929
2011-01-24,71031.91775838625,54802.77331172734,87048.46949198678
2011-01-25,70574.01215802178,54490.475451902385,86917.69118277154
2011-01-26,65884.21917274127,50210.56134336327,83497.26877936018
2011-01-27,73381.22370594,57697.207975906254,89209.5389670807
2011-01-28,64210.32498639152,48578.58315361939,80917.58322416975
2011-01-29,46130.13100918449,31131.47255888635,61232.16439685874
2011-01-30,54317.49889174838,37819.70426624074,70082.27930080099
2011-01-31,72568.80917320494,55153.69816990958,88854.2695564977
2011-02-01,72110.90357282557,55251.41904297018,87667.27042740147
2011-02-02,67421.11058755455,51454.49996693856,84137.00892323077
2011-02-03,74918.11512074024,59289.94635521681,91751.83535252839
2011-02-04,65747.21640123156,49113.864905518996,82240.84308874993
2011-02-05,47667.02242400852,32819.8156197655,63621.53902646844
2011-02-06,55854.39030657426,39531.866837829504,71381.87234313993
2011-02-07,74105.70058802213,57478.258580976304,91025.07718865336
2011-02-08,73647.79498762936,56830.92929123715,89240.07189415234
2011-02-09,68958.00200236782,52256.38314026659,84736.67907568644
2011-02-10,76455.00653554584,60610.25441411266,92648.50933046122
2011-02-11,67284.10781602442,51035.501476551384,83817.06461177194
2011-02-12,49203.91383881147,32359.46131739535,65194.05123248259
2011-02-13,57391.281721400126,41293.39511630336,73874.6126490632
2011-02-14,75642.5920028393,60385.89178390241,92007.9339966744
2011-02-15,75184.68640245074,58581.317966429306,92308.34171831523
2011-02-16,70494.89341717197,51939.98534751145,85732.99893293995
2011-02-17,77991.89795036033,61472.82893461359,94190.4808775878
2011-02-18,68820.9992308207,52106.29503632265,85325.82246774065
2011-02-19,50740.80525361786,34585.115505325775,67080.34930271555
2011-02-20,58928.173136142876,41897.82317185302,74015.94939682249
2011-02-21,77179.48341763623,61011.12493465995,92281.2506922729
2011-02-22,76721.57781725453,61281.624863024655,92537.70576786311
2011-02-23,72031.78483198526,56023.7004635268,88658.9996151765
2011-02-24,79528.78936517485,62398.74767649895,96688.96469002854
2011-02-25,70357.89064561695,54570.24593386282,87215.58527545133
2011-02-26,52277.69666843512,35443.65038982261,68888.27118035402
2011-02-27,60465.064550968775,44157.9010001158,77047.7516690913
2011-02-28,78716.37483245492,62031.067877119356,94936.71216250348
2011-03-01,78258.4692320583,62701.08103995986,94307.35933888244
2011-03-02,73568.67624679704,57097.08890205258,89286.5314847628
2011-03-03,81065.68077998045,63943.42978630181,97106.13405858065
2011-03-04,71894.78206045364,55858.581632396206,88763.94325491297
2011-03-05,53814.58808324151,36984.08037333649,69883.8196819525
2011-03-06,62001.95596579466,45488.42985273506,78136.41648943532
2011-03-07,80253.26624727361,63857.6923473897,96941.10048821215
2011-03-08,79795.3606468621,63680.61879275312,96703.87386993255
2011-03-09,75105.56766159808,57346.57649099703,91814.9971017527
