Customer_ID,Recency,Frequency,Monetary,Total_Quantity,Total_Revenue,Invoice_Count,Unique_Products,Average_Order_Value,Cluster,Customer_Segment
12474.0,14,13,5048.66,3107,5048.66,13,197,388.3584615384616,0,Lost Customers
12475.0,45,1,426.26,236,426.26,1,25,426.26,1,VIP Customers
12476.0,32,12,7267.49,3223,7267.49,12,225,605.6241666666666,0,Lost Customers
12477.0,35,3,7056.63,2466,7056.63,3,209,2352.21,0,Lost Customers
12480.0,35,3,2183.2200000000003,1245,2183.2200000000003,3,79,727.7400000000001,1,VIP Customers
12481.0,1,6,6765.07,3949,6765.07,6,139,1127.5116666666663,0,Lost Customers
12482.0,212,29,23691.4,27042,23691.4,29,42,816.944827586207,3,Regular Customers
12483.0,14,11,2612.2000000000003,1050,2612.2000000000003,11,35,237.4727272727273,1,VIP Customers
12484.0,119,6,1826.78,1079,1826.78,6,110,304.4633333333333,1,VIP Customers
12485.0,165,1,708.1,414,708.1,1,34,708.1,4,Loyal Customers
12486.0,67,1,1037.28,523,1037.28,1,49,1037.28,1,VIP Customers
12487.0,366,1,285.3,174,285.3,1,2,285.3,4,Loyal Customers
12490.0,14,11,4405.71,2842,4405.71,11,117,400.5190909090909,0,Lost Customers
12492.0,39,1,452.0,252,452.0,1,22,452.0,1,VIP Customers
12494.0,1,3,626.77,281,626.77,3,28,208.9233333333333,1,VIP Customers
12495.0,276,1,357.4,130,357.4,1,17,357.4,4,Loyal Customers
12496.0,256,2,45.34,30,45.34,2,10,22.67,4,Loyal Customers
12497.0,36,2,5205.400000000001,4449,5205.400000000001,2,30,2602.7000000000003,1,VIP Customers
12499.0,196,1,393.72,302,393.72,1,27,393.72,4,Loyal Customers
12500.0,71,8,1697.39,699,1697.39,8,61,212.17375,1,VIP Customers
12503.0,220,1,1126.0,561,1126.0,1,2,1126.0,4,Loyal Customers
12504.0,53,2,297.0,368,297.0,2,8,148.5,1,VIP Customers
12505.0,44,1,955.2,324,955.2,1,42,955.2,1,VIP Customers
12507.0,220,1,539.25,362,539.25,1,28,539.25,4,Loyal Customers
12510.0,95,7,4195.45,1696,4195.45,7,85,599.35,1,VIP Customers
12511.0,64,1,3084.02,1753,3084.02,1,190,3084.02,0,Lost Customers
12514.0,277,1,580.08,400,580.08,1,33,580.08,4,Loyal Customers
12516.0,66,2,1336.56,1077,1336.56,2,38,668.28,1,VIP Customers
12519.0,112,1,385.7000000000001,212,385.7000000000001,1,22,385.7000000000001,1,VIP Customers
12523.0,10,12,2562.58,1398,2562.58,12,105,213.5483333333333,0,Lost Customers
12524.0,24,9,6640.39,3479,6640.39,9,65,737.8211111111111,0,Lost Customers
12525.0,134,3,973.73,509,973.73,3,56,324.57666666666665,1,VIP Customers
12527.0,130,2,386.8,292,386.8,2,13,193.4,1,VIP Customers
12529.0,164,1,316.48,192,316.48,1,21,316.48,4,Loyal Customers
12530.0,51,5,2096.98,1800,2096.98,5,66,419.396,1,VIP Customers
12531.0,322,1,1807.98,1074,1807.98,1,110,1807.98,4,Loyal Customers
12533.0,263,2,1367.89,704,1367.89,2,63,683.945,4,Loyal Customers
12537.0,44,1,732.94,449,732.94,1,43,732.94,1,VIP Customers
12538.0,14,1,276.5,145,276.5,1,13,276.5,1,VIP Customers
12539.0,86,3,5646.400000000001,2468,5646.400000000001,3,127,1882.1333333333332,0,Lost Customers
12540.0,14,16,8854.25,4334,8854.25,16,171,553.390625,0,Lost Customers
12542.0,120,2,481.88,522,481.88,2,39,240.94,1,VIP Customers
12543.0,84,1,980.25,688,980.25,1,43,980.25,1,VIP Customers
12547.0,136,1,175.78,175,175.78,1,13,175.78,1,VIP Customers
12549.0,211,6,1575.68,1366,1575.68,6,38,262.61333333333334,4,Loyal Customers
12553.0,21,2,916.47,360,916.47,2,39,458.235,1,VIP Customers
12554.0,84,1,468.5,240,468.5,1,26,468.5,1,VIP Customers
12555.0,318,1,129.23,1,129.23,1,1,129.23,4,Loyal Customers
12557.0,7,4,6725.18,2398,6725.18,4,15,1681.295,1,VIP Customers
12562.0,21,2,1185.18,548,1185.18,2,33,592.59,1,VIP Customers
12563.0,44,1,249.24,113,249.24,1,13,249.24,1,VIP Customers
12567.0,3,7,4308.58,1781,4308.58,7,146,615.5114285714286,0,Lost Customers
12568.0,280,1,70.0,48,70.0,1,5,70.0,4,Loyal Customers
12570.0,318,1,77.52,1,77.52,1,1,77.52,4,Loyal Customers
12573.0,17,4,556.87,395,556.87,4,83,139.2175,1,VIP Customers
12575.0,93,2,622.82,315,622.82,2,34,311.41,1,VIP Customers
12576.0,28,3,826.89,527,826.89,3,51,275.63,1,VIP Customers
12577.0,17,5,990.5,722,990.5,5,144,198.1,1,VIP Customers
12578.0,21,2,1847.94,1184,1847.94,2,53,923.97,1,VIP Customers
12580.0,212,1,637.2,331,637.2,1,34,637.2,4,Loyal Customers
12582.0,58,2,1469.04,685,1469.04,2,79,734.52,1,VIP Customers
12583.0,9,13,7166.06,3924,7166.06,13,87,551.2353846153846,0,Lost Customers
12586.0,10,3,1865.73,608,1865.73,3,76,621.91,1,VIP Customers
12588.0,35,3,743.88,385,743.88,3,27,247.96,1,VIP Customers
12589.0,57,6,4048.98,1458,4048.98,6,100,674.83,1,VIP Customers
12591.0,26,2,886.1,425,886.1,2,38,443.05,1,VIP Customers
12592.0,155,3,2145.06,1585,2145.06,3,32,715.02,4,Loyal Customers
12594.0,14,5,1751.89,991,1751.89,5,60,350.37800000000004,1,VIP Customers
12595.0,140,1,299.02,271,299.02,1,19,299.02,1,VIP Customers
12598.0,99,3,1511.01,942,1511.01,3,69,503.67,1,VIP Customers
12599.0,17,6,1264.14,1233,1264.14,6,37,210.69000000000003,1,VIP Customers
12600.0,7,12,2444.88,640,2444.88,12,32,203.74,1,VIP Customers
12601.0,40,1,104.2,45,104.2,1,6,104.2,1,VIP Customers
12605.0,12,4,1232.95,929,1232.95,4,63,308.2375,1,VIP Customers
12606.0,318,1,21.0,1,21.0,1,1,21.0,4,Loyal Customers
12608.0,40,1,415.79,323,415.79,1,16,415.79,1,VIP Customers
12609.0,10,6,2309.01,905,2309.01,6,84,384.835,1,VIP Customers
12613.0,24,5,3472.99,2513,3472.99,5,132,694.5980000000001,0,Lost Customers
12615.0,49,4,3449.79,1941,3449.79,4,147,862.4475,0,Lost Customers
12616.0,24,1,417.8,214,417.8,1,22,417.8,1,VIP Customers
12619.0,196,1,140.14,140,140.14,1,10,140.14,4,Loyal Customers
12621.0,1,16,11086.14,6493,11086.14,16,163,692.88375,0,Lost Customers
12623.0,52,6,3442.74,1780,3442.74,6,109,573.7900000000001,1,VIP Customers
12625.0,145,2,2481.06,1697,2481.06,2,85,1240.53,1,VIP Customers
12629.0,21,2,1558.22,722,1558.22,2,40,779.11,1,VIP Customers
12631.0,92,5,2841.07,1371,2841.07,5,105,568.214,1,VIP Customers
12632.0,156,2,804.88,694,804.88,2,32,402.44,4,Loyal Customers
12633.0,18,3,3514.18,2076,3514.18,3,182,1171.3933333333332,0,Lost Customers
12634.0,171,2,490.0,337,490.0,2,20,245.0,4,Loyal Customers
12635.0,28,2,1241.23,777,1241.23,2,77,620.615,1,VIP Customers
12636.0,374,1,141.0,1,141.0,1,1,141.0,4,Loyal Customers
12637.0,14,4,2280.91,1263,2280.91,4,162,570.2275,0,Lost Customers
12638.0,275,1,249.8,86,249.8,1,9,249.8,4,Loyal Customers
12639.0,70,2,826.27,430,826.27,2,39,413.135,1,VIP Customers
12643.0,21,6,4960.18,2857,4960.18,6,14,826.6966666666667,1,VIP Customers
12644.0,66,3,1440.58,707,1440.58,3,76,480.1933333333333,1,VIP Customers
12645.0,45,4,1764.12,1041,1764.12,4,72,441.03,1,VIP Customers
12647.0,3,27,14201.53,5447,14201.53,27,218,525.9825925925926,0,Lost Customers
12648.0,73,3,793.95,358,793.95,3,32,264.65000000000003,1,VIP Customers
12649.0,18,5,1671.14,1373,1671.14,5,75,334.228,1,VIP Customers
12651.0,14,3,263.75,187,263.75,3,21,87.91666666666667,1,VIP Customers
12652.0,70,1,97.05,31,97.05,1,3,97.05,1,VIP Customers
12653.0,162,1,1950.98,762,1950.98,1,43,1950.98,4,Loyal Customers
12655.0,59,1,261.35,80,261.35,1,16,261.35,1,VIP Customers
12656.0,61,3,2356.66,1137,2356.66,3,108,785.5533333333333,1,VIP Customers
12661.0,72,1,162.0,216,162.0,1,11,162.0,1,VIP Customers
12662.0,9,10,3138.24,1523,3138.24,10,94,313.824,0,Lost Customers
12663.0,260,2,239.4,181,239.4,2,9,119.7,4,Loyal Customers
12664.0,150,2,1188.16,292,1188.16,2,4,594.08,4,Loyal Customers
12665.0,53,2,250.6,128,250.6,2,13,125.3,1,VIP Customers
12666.0,30,1,1248.42,370,1248.42,1,31,1248.42,1,VIP Customers
12668.0,14,6,7575.88,3415,7575.88,6,233,1262.6466666666668,0,Lost Customers
12670.0,21,2,764.24,230,764.24,2,21,382.12,1,VIP Customers
12671.0,242,1,2622.481,1460,2622.481,1,45,2622.481,4,Loyal Customers
12672.0,231,1,211.15,60,211.15,1,12,211.15,4,Loyal Customers
12673.0,37,1,619.5,349,619.5,1,32,619.5,1,VIP Customers
12675.0,189,2,957.25,336,957.25,2,111,478.625,4,Loyal Customers
12676.0,44,5,1511.7,1197,1511.7,5,47,302.34000000000003,1,VIP Customers
12677.0,191,2,395.1,176,395.1,2,13,197.55,4,Loyal Customers
12678.0,11,9,16652.72,11449,16652.72,9,140,1850.3022222222223,0,Lost Customers
12681.0,3,24,17080.74,10060,17080.74,24,341,711.6975000000001,0,Lost Customers
12682.0,1,23,11745.69,5443,11745.69,23,210,510.6821739130435,0,Lost Customers
12683.0,1,8,4220.21,2696,4220.21,8,143,527.52625,0,Lost Customers
12686.0,7,1,89.14,107,89.14,1,7,89.14,1,VIP Customers
12687.0,116,2,2138.91,1403,2138.91,2,126,1069.455,1,VIP Customers
12691.0,56,1,134.6,51,134.6,1,7,134.6,1,VIP Customers
12692.0,273,1,110.95,36,110.95,1,13,110.95,4,Loyal Customers
12693.0,32,3,847.11,281,847.11,3,35,282.37,1,VIP Customers
12694.0,57,1,973.68,846,973.68,1,46,973.68,1,VIP Customers
12695.0,164,3,825.02,234,825.02,3,28,275.00666666666666,4,Loyal Customers
12696.0,70,2,851.91,564,851.91,2,43,425.955,1,VIP Customers
12698.0,226,1,339.75,111,339.75,1,16,339.75,4,Loyal Customers
12699.0,53,1,638.11,373,638.11,1,41,638.11,1,VIP Customers
12701.0,165,4,1648.7,1049,1648.7,4,80,412.175,4,Loyal Customers
12703.0,269,3,722.98,431,722.98,3,44,240.9933333333333,4,Loyal Customers
12705.0,19,5,4893.81,3191,4893.81,5,196,978.762,0,Lost Customers
12708.0,4,9,2601.19,1214,2601.19,9,80,289.0211111111111,1,VIP Customers
12709.0,2,20,21107.94,9999,21107.94,20,152,1055.397,0,Lost Customers
12711.0,247,2,1339.05,770,1339.05,2,56,669.525,4,Loyal Customers
12712.0,1,10,2797.53,1287,2797.53,10,99,279.75300000000004,0,Lost Customers
12714.0,24,7,9384.85,5705,9384.85,7,324,1340.6928571428573,0,Lost Customers
12717.0,226,1,277.93,94,277.93,1,16,277.93,4,Loyal Customers
12720.0,5,6,2478.94,1645,2478.94,6,129,413.1566666666667,0,Lost Customers
12721.0,21,2,1356.95,696,1356.95,2,73,678.475,1,VIP Customers
12724.0,19,3,1286.11,934,1286.11,3,66,428.7033333333333,1,VIP Customers
12725.0,7,4,2266.76,1142,2266.76,4,92,566.69,1,VIP Customers
12726.0,23,4,1405.5,1475,1405.5,4,30,351.375,1,VIP Customers
12727.0,78,3,1698.8300000000002,734,1698.8300000000002,3,44,566.2766666666668,1,VIP Customers
12728.0,19,1,233.84,124,233.84,1,15,233.84,1,VIP Customers
12730.0,157,1,829.25,234,829.25,1,47,829.25,4,Loyal Customers
12731.0,78,5,6879.8,3204,6879.8,5,72,1375.96,1,VIP Customers
12733.0,25,3,2040.92,759,2040.92,3,106,680.3066666666667,1,VIP Customers
12734.0,10,2,529.25,177,529.25,2,13,264.625,1,VIP Customers
12737.0,134,2,3710.5,2,3710.5,2,2,1855.25,1,VIP Customers
12738.0,8,1,155.35,148,155.35,1,11,155.35,1,VIP Customers
12739.0,21,2,1713.69,465,1713.69,2,51,856.845,1,VIP Customers
12741.0,165,2,406.07,214,406.07,2,16,203.035,4,Loyal Customers
12742.0,261,1,1201.52,1359,1201.52,1,67,1201.52,4,Loyal Customers
12744.0,95,4,4037.77,1753,4037.77,4,110,1009.4425,1,VIP Customers
12745.0,122,3,925.41,468,925.41,3,21,308.47,1,VIP Customers
12746.0,176,1,254.55,97,254.55,1,17,254.55,4,Loyal Customers
12747.0,5,16,5061.03,1473,5061.03,16,67,316.314375,0,Lost Customers
12748.0,1,144,22457.9,13109,22457.9,144,1342,155.9576388888889,3,Regular Customers
12749.0,35,4,2806.48,889,2806.48,4,121,701.62,1,VIP Customers
12751.0,80,1,268.27,189,268.27,1,61,268.27,1,VIP Customers
12755.0,1,10,5218.71,2290,5218.71,10,31,521.871,1,VIP Customers
12758.0,95,5,7111.650000000001,4020,7111.650000000001,5,146,1422.3300000000002,0,Lost Customers
12759.0,22,5,3489.3,2300,3489.3,5,151,697.86,0,Lost Customers
12760.0,91,1,347.8,198,347.8,1,21,347.8,1,VIP Customers
12761.0,93,2,782.95,281,782.95,2,27,391.475,1,VIP Customers
12763.0,5,1,320.08,196,320.08,1,16,320.08,1,VIP Customers
12765.0,108,6,1404.58,1009,1404.58,6,49,234.09666666666664,1,VIP Customers
12766.0,2,3,3078.65,1800,3078.65,3,132,1026.2166666666667,1,VIP Customers
12767.0,11,1,949.82,598,949.82,1,43,949.82,1,VIP Customers
12768.0,86,1,168.69,102,168.69,1,10,168.69,1,VIP Customers
12770.0,92,1,1895.0,1100,1895.0,1,16,1895.0,1,VIP Customers
12771.0,121,1,282.3,104,282.3,1,15,282.3,1,VIP Customers
12773.0,200,1,124.25,109,124.25,1,6,124.25,4,Loyal Customers
12774.0,171,1,98.7,53,98.7,1,6,98.7,4,Loyal Customers
12775.0,24,2,300.08000000000004,206,300.08000000000004,2,13,150.04000000000002,1,VIP Customers
12776.0,303,1,55.5,46,55.5,1,4,55.5,4,Loyal Customers
12777.0,93,1,519.45,458,519.45,1,26,519.45,1,VIP Customers
12778.0,32,3,953.45,910,953.45,3,55,317.81666666666666,1,VIP Customers
12779.0,7,7,2740.91,1617,2740.91,7,84,391.5585714285714,1,VIP Customers
12780.0,234,1,337.4,285,337.4,1,20,337.4,4,Loyal Customers
12782.0,10,6,2287.32,931,2287.32,6,94,381.22,1,VIP Customers
12784.0,165,1,1230.33,582,1230.33,1,72,1230.33,4,Loyal Customers
12785.0,171,2,788.45,322,788.45,2,36,394.225,4,Loyal Customers
12786.0,245,1,728.5000000000001,324,728.5000000000001,1,18,728.5000000000001,4,Loyal Customers
12787.0,49,1,398.52,249,398.52,1,24,398.52,1,VIP Customers
12788.0,99,4,444.9,194,444.9,4,20,111.225,1,VIP Customers
12789.0,148,2,181.5,32,181.5,2,2,90.75,4,Loyal Customers
12790.0,46,1,266.93,140,266.93,1,16,266.93,1,VIP Customers
12791.0,9,6,863.51,353,863.51,6,17,143.91833333333332,1,VIP Customers
12792.0,170,1,426.47,177,426.47,1,22,426.47,4,Loyal Customers
12793.0,7,2,471.85,231,471.85,2,23,235.925,1,VIP Customers
12796.0,264,1,381.0,182,381.0,1,7,381.0,4,Loyal Customers
12797.0,1,2,552.08,215,552.08,2,27,276.04,1,VIP Customers
12798.0,57,1,1533.89,3199,1533.89,1,25,1533.89,1,VIP Customers
12799.0,165,1,219.35,137,219.35,1,15,219.35,4,Loyal Customers
12800.0,106,3,584.25,284,584.25,3,31,194.75,1,VIP Customers
12801.0,136,1,1071.82,505,1071.82,1,50,1071.82,1,VIP Customers
12802.0,78,6,1988.84,1658,1988.84,6,89,331.4733333333333,1,VIP Customers
12803.0,29,1,1092.81,872,1092.81,1,55,1092.81,1,VIP Customers
12804.0,101,2,325.37,270,325.37,2,60,162.685,1,VIP Customers
12805.0,17,4,1434.95,593,1434.95,4,44,358.7375,1,VIP Customers
12806.0,71,4,2878.96,2087,2878.96,4,58,719.74,1,VIP Customers
12807.0,19,1,330.35,145,330.35,1,16,330.35,1,VIP Customers
12808.0,4,3,422.45,187,422.45,3,26,140.81666666666666,1,VIP Customers
12809.0,201,2,1266.63,298,1266.63,2,52,633.315,4,Loyal Customers
12810.0,170,2,534.99,389,534.99,2,32,267.495,4,Loyal Customers
12811.0,14,2,519.0500000000001,205,519.0500000000001,2,23,259.52500000000003,1,VIP Customers
12813.0,137,3,1687.8,1141,1687.8,3,37,562.6,1,VIP Customers
12817.0,35,2,524.94,166,524.94,2,16,262.47,1,VIP Customers
12819.0,94,1,540.52,344,540.52,1,19,540.52,1,VIP Customers
12820.0,33,7,1747.18,1242,1747.18,7,87,249.59714285714287,1,VIP Customers
12821.0,247,1,128.08,92,128.08,1,7,128.08,4,Loyal Customers
12823.0,30,13,4742.0,700,4742.0,13,1,364.7692307692308,1,VIP Customers
12825.0,157,2,518.63,139,518.63,2,20,259.315,4,Loyal Customers
12826.0,1,6,1481.03,937,1481.03,6,53,246.8383333333333,1,VIP Customers
12829.0,186,1,92.3,174,92.3,1,8,92.3,4,Loyal Customers
12831.0,99,2,236.06,168,236.06,2,13,118.03,1,VIP Customers
12835.0,63,41,5996.83,2349,5996.83,41,138,146.2641463414634,0,Lost Customers
12836.0,25,11,3949.37,1169,3949.37,11,173,359.03363636363633,0,Lost Customers
12837.0,205,1,528.5600000000001,170,528.5600000000001,1,73,528.5600000000001,4,Loyal Customers
12838.0,9,9,2694.75,1479,2694.75,9,177,299.4166666666667,0,Lost Customers
12839.0,3,13,4480.31,3042,4480.31,13,112,344.6392307692308,0,Lost Customers
12840.0,73,3,1315.2,747,1315.2,3,57,438.4,1,VIP Customers
12841.0,5,17,3472.61,2609,3472.61,17,154,204.27117647058824,0,Lost Customers
12842.0,40,2,799.0,340,799.0,2,13,399.5,1,VIP Customers
12843.0,18,22,4881.1,2247,4881.1,22,77,221.86818181818185,0,Lost Customers
12844.0,78,2,322.64,98,322.64,2,43,161.32,1,VIP Customers
12846.0,318,1,15.58,1,15.58,1,1,15.58,4,Loyal Customers
12847.0,23,1,765.36,624,765.36,1,34,765.36,1,VIP Customers
12848.0,311,1,208.0,58,208.0,1,16,208.0,4,Loyal Customers
12849.0,17,4,2032.18,1258,2032.18,4,80,508.045,1,VIP Customers
12850.0,81,1,330.0,200,330.0,1,2,330.0,1,VIP Customers
12851.0,113,1,148.95,51,148.95,1,30,148.95,1,VIP Customers
12853.0,63,5,1950.4,868,1950.4,5,58,390.08,1,VIP Customers
12854.0,197,4,1654.72,1004,1654.72,4,120,413.68,4,Loyal Customers
12855.0,8,4,612.84,240,612.84,4,65,153.21,1,VIP Customers
12857.0,72,4,2581.6,1077,2581.6,4,46,645.4,1,VIP Customers
12858.0,19,1,147.27,51,147.27,1,36,147.27,1,VIP Customers
12859.0,94,1,575.1,292,575.1,1,21,575.1,1,VIP Customers
12860.0,329,1,54.22,26,54.22,1,16,54.22,4,Loyal Customers
12861.0,255,1,68.25,27,68.25,1,4,68.25,4,Loyal Customers
12862.0,61,2,984.62,611,984.62,2,119,492.31,1,VIP Customers
12863.0,15,5,2271.35,707,2271.35,5,23,454.27,1,VIP Customers
12864.0,144,1,152.45,231,152.45,1,4,152.45,4,Loyal Customers
12865.0,14,2,1755.24,1048,1755.24,2,93,877.62,1,VIP Customers
12866.0,110,2,668.23,382,668.23,2,34,334.115,1,VIP Customers
12867.0,33,6,3819.92,3592,3819.92,6,260,636.6533333333333,0,Lost Customers
12868.0,9,3,640.0,354,640.0,3,30,213.33333333333331,1,VIP Customers
12869.0,317,1,337.67,144,337.67,1,35,337.67,4,Loyal Customers
12870.0,11,3,1676.95,906,1676.95,3,85,558.9833333333333,1,VIP Customers
12871.0,75,1,363.38,284,363.38,1,7,363.38,1,VIP Customers
12872.0,1,11,3062.52,1526,3062.52,11,204,278.4109090909091,0,Lost Customers
12873.0,33,2,1653.3,658,1653.3,2,30,826.65,1,VIP Customers
12874.0,21,2,948.42,623,948.42,2,44,474.21,1,VIP Customers
12875.0,107,3,1013.76,3168,1013.76,3,2,337.92,1,VIP Customers
12876.0,30,2,1863.77,1106,1863.77,2,70,931.885,1,VIP Customers
12877.0,37,8,1406.37,1059,1406.37,8,76,175.79625,1,VIP Customers
12880.0,17,2,640.13,279,640.13,2,32,320.065,1,VIP Customers
12887.0,19,1,222.4,100,222.4,1,13,222.4,1,VIP Customers
12889.0,17,4,385.46,124,385.46,4,25,96.365,1,VIP Customers
